RUBRO,NOMBRE_FANTASIA,DIRECCION,NUMERO,LOCALIDAD,DEPARTAMENTO,TELEFONOS,CLASE,CATEGORIA,ESTADO,HABITACIONES,PLAZAS,TITULAR,E-MAIL,DIRECCION_COMPLETA,LATITUD,LONGITUD,cluster
APART-HOTEL,TERRAZAS APARTMENTS,MAZA,106,CIUDAD,SAN RAFAEL,0260-4429474,APART-HOTEL,SIN CATEGORIZAR,INSCRIPTO,18,46.0,"SAEZ, ADOLFO",infoapartterrazasapartments.com.ar,APART-HOTEL TERRAZAS APARTMENTS CIUDAD SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
CAMPING,AMCIRSE,C.LENCINAS Y M.ORZALI,S/N,CIUDAD,CAPITAL,4250846-4297228,CAMPING,1 ESTRELLA,INSCRIPTO,16,36.0,ASOCIACIÃ N MUTUAL CIRCULO SUBOFIALES DEL EJERCITO,cirsemza@millic.com.ar,CAMPING AMCIRSE CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
HOSPEDAJE,DAM SIRE,VIAMONTE,410,SAN JOSE,GUAYMALLEN,4315142/4319278,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,15,36.0,"ZANFAGNINI, IRMA YOLANDA",damsire@hotmail.com,HOSPEDAJE DAM SIRE SAN JOSE GUAYMALLEN MENDOZA,-32.8927217,-68.826704,1
ALOJAMIENTO,BOUQUET HOTEL,CHILE,261,CIUDAD,SAN RAFAEL,260-9690621,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MESA, MARISEL EDITH",,ALOJAMIENTO BOUQUET HOTEL CIUDAD SAN RAFAEL MENDOZA,-34.6141408,-68.3325963,0
REFUGIO,REFUGIO DE JUAN,BATALLON NUEVA CREACION E.,262,CIUDAD,MALARGUE,0260-154675554,REFUGIO,SIN CATEGORIZAR,INSCRIPTO,11,80.0,"ULLOA, JUAN ISIDRO",refugiodejuan@hotmail.com,REFUGIO REFUGIO DE JUAN CIUDAD MALARGUE MENDOZA,-35.4666089,-69.5820732,2
ALOJAMIENTO,CABAÃÂ¥AS DEL CERRO,RUTA 173,KM.24,VALLE GRANDE,SAN RAFAEL,0260-4441333,ALOJAMIENTO,SIN CATEGORIZAR,E/T,23,11.0,CANAÃÂ¥AS DEL CERRO S.R.L.,boeliaandramatin@yahoo.com.ar,ALOJAMIENTO CABAÃÂ¥AS DEL CERRO VALLE GRANDE SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
HOTEL,NH CORDILLERA,AV.ESPAÃÂ¥A,1324,CIUDAD,CAPITAL,4416464,HOTEL,4 ESTRELLAS,INSCRIPTO,107,216.0,LATINA DE GESTION HOTELERA S.A.,nhcordillera@nh-hoteles.com,HOTEL NH CORDILLERA CIUDAD CAPITAL MENDOZA,-32.887683,-68.841257,1
ALOJAMIENTO,LAS CEPAS,SANTIAGO DEL ESTERO,464,CIUDAD,CAPITAL,4371283,ALOJAMIENTO,SIN CATEGORIZAR,E/T,14,45.0,SAN ANTONIO HOTELES S.A.,lascepasapart@gmail.com,ALOJAMIENTO LAS CEPAS CIUDAD CAPITAL MENDOZA,-32.8849249,-68.8390918,1
CAMPING,VIÃÂ¥AS DE VIEYTES,VIEYTES,S/N,CRUZ DE PIEDRA,MAIPU,4218543-155353141,CAMPING,SIN CATEGORIZAR,INSCRIPTO,,,"BECERRA, EDUARDO EZEQUIEL",campig_vinasdevieytes@yahoo.com.ar,CAMPING VIÃÂ¥AS DE VIEYTES CRUZ DE PIEDRA MAIPU MENDOZA,-32.9900279,-68.8260118,1
HOSTEL,TIERRASOLES HOSTEL,ALSINA,245,CIUDAD,SAN RAFAEL,0260-4433449,HOSTEL,HOSTEL,INSCRIPTO,6,32.0,"MALDONADO, NATALIA",info@tierrasoles.com.ar,HOSTEL TIERRASOLES HOSTEL CIUDAD SAN RAFAEL MENDOZA,-34.6193757,-68.3327071,0
HOSTERIA,LA POSTA DE SAN CARLOS,RUTA 40,KM104,EUGENIO BUSTOS,SAN CARLOS,02622-451504/891,HOSTERIA,3 ESTRELLAS,INSCRIPTO,16,48.0,R.P.B.S.A. (Apoderada Celia MarÃÂ¡a Baggio),info@lapostadesancarlos.com.ar,HOSTERIA LA POSTA DE SAN CARLOS EUGENIO BUSTOS SAN CARLOS MENDOZA,-33.7912463,-69.0648337,3
HOSPEDAJE,MI CASA,RUTA 7,S/N,USPALLATA,LAS HERAS,156586853/02624-420358,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,4,11.0,"VILLALOBOS, MARIA ESTELA",hospedajemicasa@hotmail.com,HOSPEDAJE MI CASA USPALLATA LAS HERAS MENDOZA,-32.5924823,-69.3481405,1
ALOJAMIENTO,BACKPACKERS TRAVEL,AV.GODOY CRUZ,212,CIUDAD,CAPITAL,4232474,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,40.0,ACCIONES Y NEGOCIOS HOTELEROS Y TURISTICOS S.A.,,ALOJAMIENTO BACKPACKERS TRAVEL CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
ALOJAMIENTO,SOSA HAUS,AV.JUAN B.JUSTO,56,CIUDAD,CAPITAL,4254586,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,16.0,"ALBERTO, SERGIO",www.sosahaus.com,ALOJAMIENTO SOSA HAUS CIUDAD CAPITAL MENDOZA,-32.884383,-68.8496343,1
APART-HOTEL,CONDOR SUITES,JULIO L.AGUIRRE,90,CIUDAD,CAPITAL,4054440,APART-HOTEL,3 ESTRELLAS,INSCRIPTO,35,111.0,"LOMBARDO, MIGUEL EDUARDO",info@condorsuites.com - www.condorsuites.com,APART-HOTEL CONDOR SUITES CIUDAD CAPITAL MENDOZA,-32.8853848,-68.8502231,1
CAMPING,CONDORI,RUTA PROV.173,S/N,VALLE GRANDE,SAN RAFAEL,0260-4499800,CAMPING,SIN CATEGORIZAR,INSCRIPTO,,,"CONDORI, ELIODORO SATURNINO",,CAMPING CONDORI VALLE GRANDE SAN RAFAEL MENDOZA,-34.8479765,-68.5202434,0
ALOJAMIENTO,COMPLEJO VILLA HERMOSA,LA BODEGA,S/N,RAMA CAIDA,SAN RAFAEL,0260-4376848,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,34.0,"PIRAGINE, MARIANA CACILIA",,ALOJAMIENTO COMPLEJO VILLA HERMOSA RAMA CAIDA SAN RAFAEL MENDOZA,-34.7327793,-68.3903606,0
CABAÑAS,DE PALACIOS,RUTA 7,S/N,USPALLATA,LAS HERAS,02624-420578,CABAÑAS,SIN CATEGORIZAR,INSCRIPTO,16,39.0,"PALACIOS, ALBERTO EDUARDO",www.cabanaspalacio.com,CABAÃÂ¥AS DE PALACIOS USPALLATA LAS HERAS MENDOZA,-32.8496694,-68.8505095,1
ALOJAMIENTO,ALTAS CUMBRES,RUTA 7,S/N,USPALLATA,LAS HERAS,4480641,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,23.0,"VALDIVIA, CRISTIAN ADRIAN",altascumbres77@yahoo.com.ar,ALOJAMIENTO ALTAS CUMBRES USPALLATA LAS HERAS MENDOZA,-32.857343,-68.8806797,1
PAT,SUCOT,AV.LOS CONDORES,S/N,POTRERILLOS,LUJAN DE CUYO,4264619 - 155659396,PAT,PAT,INSCRIPTO,3,8.0,"PINNA, ANGELA",angelapinna724@gmail.com,PAT SUCOT POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9507408,-69.2056274,1
HOTEL,MERCOSUR,JUAN JUFRE,2242,SAN JOSE,GUAYMALLEN,4454135/155566425,HOTEL,SIN CATEGORIZAR,E/T,7,20.0,"SANSONE, JOSE CARLOS",info@mercosurhotel.com.ar www.mercosurhotel.com.ar,HOTEL MERCOSUR SAN JOSE GUAYMALLEN MENDOZA,-32.877066,-68.8251961,1
APART-HOTEL,XUMEC,AV.MITRE,1490,CIUDAD,CAPITAL,4204704-625*3485,APART-HOTEL,1 ESTRELLA,INSCRIPTO,7,14.0,"DI SPARTI, RUBEN",xumec@mendoza.com www.xumecmendoza.com.ar,APART-HOTEL XUMEC CIUDAD CAPITAL MENDOZA,-32.8855277,-68.8436711,1
ALOJAMIENTO,COMPLEJO RIO AZUL,RUTA 173,S/N,VALLE GRANDE,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"COLOMBO, MARIA ELENA",,ALOJAMIENTO COMPLEJO RIO AZUL VALLE GRANDE SAN RAFAEL MENDOZA,-34.8351307,-68.4706011,0
CABAÑAS,CERRO ENCANTADO,RUTA 173,KM.23,VALLE GRANDE,SAN RAFAEL,0260-4431207,CABAÑAS,2 ESTRELLAS,INSCRIPTO,10,60.0,"VIDELA, ZULLY EMILCE",,CABAÃÂ¥AS CERRO ENCANTADO VALLE GRANDE SAN RAFAEL MENDOZA,-34.623766,-68.3352918,0
CAMPING,AITUE,RUTA 173,KM.26,EL NIHUIL,SAN RAFAEL,0260-4441115,CAMPING,SIN CATEGORIZAR,INSCRIPTO,,,"ROLNY, ELIZABET",,CAMPING AITUE EL NIHUIL SAN RAFAEL MENDOZA,-35.0287764,-68.6725891,0
ALOJAMIENTO,COMPLEJO TURISTICO MILLARAY,RUTA 40,3201,LA CONSULTA,SAN CARLOS,02622-15469766,CAMPING,1 ESTRELLA,INSCRIPTO,4,20.0,"GONZALEZ, ISABEL SILVIA",,ALOJAMIENTO COMPLEJO TURISTICO MILLARAY LA CONSULTA SAN CARLOS MENDOZA,-33.7118438,-69.0504797,3
ALOJAMIENTO,EL LEGADO CABAÃÂ¥AS DE MONTAÃÂ¥A,RUTA 222,KM.30,LOS MOLLES,MALARGUE,0260-154405786,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,20.0,"GENOUD, NATALIA ALICIA MARIA",nataliagenoud@yahoo.com,ALOJAMIENTO EL LEGADO CABAÃÂ¥AS DE MONTAÃÂ¥A LOS MOLLES MALARGUE MENDOZA,-35.4758432,-69.5716686,2
CABAÑAS,CALI GUE,LOS ABEDULES E.,160,CIUDAD,MALARGUE,0260-4472567/154558363,CABAÑAS,SIN CATEGORIZAR,INSCRIPTO,3,21.0,"LIEBANA, JUAN CARLOS",cabanascaligue_atwin@yahoo.com.ar,CABAÃÂ¥AS CALI GUE CIUDAD MALARGUE MENDOZA,-35.4545804,-69.5840667,2
PAT,ALTO DEL VALLE,CUBILLOS,8000,RAMA CAIDA,SAN RAFAEL,0260-4422200,PAT,PAT,INSCRIPTO,9,12.0,"MARTINEZ, LORENA CAROLINA",,PAT ALTO DEL VALLE RAMA CAIDA SAN RAFAEL MENDOZA,-34.7202927,-68.3924484,0
CABAÑAS,LA POSTA DEL CHOLO,RUTA 173,KM 24,VALLE GRANDE,SAN RAFAEL,0260-154532125,CABAÑAS,SIN CATEGORIZAR,INSCRIPTO,6,24.0,"SANCHEZ, LAURA INES",lapostadelcholo@hotmail.com,CABAÃÂ¥AS LA POSTA DEL CHOLO VALLE GRANDE SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,FINCA RICHMOND,RUTA 144,KM.669,CUADRO BENEGAS,SAN RAFAEL,2604632132,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"RICHMOND, RUBEN",info.fincarichmond@gmail.com,ALOJAMIENTO FINCA RICHMOND CUADRO BENEGAS SAN RAFAEL MENDOZA,-34.6258824,-68.4352661,0
HOTEL,CASINO DE OFICIALES GUAR. MZA.,AV.SAN MARTIN,556,CIUDAD,CAPITAL,4291378/79,HOTEL,3 ESTRELLAS,INSCRIPTO,8,112.0,CASINO DE OFICIALES GUAR.MZA.,casinodeoficilesdemendoza@hotmail.com,HOTEL CASINO DE OFICIALES GUAR. MZA. CIUDAD CAPITAL MENDOZA,-32.8971397,-68.8412216,1
CABAÑAS,CABAÃÂ¥AS SUIZA,RUTA PROV. 82,KM 29,COLONIA SUIZA,LUJAN DE CUYO,154547692,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,4,16.0,"CANGIANI, CARLOS ALFREDO",cabanasuiza@uolsinectis.com.ar,CABAÃÂ¥AS CABAÃÂ¥AS SUIZA COLONIA SUIZA LUJAN DE CUYO MENDOZA,-32.9934519,-68.8869352,1
CABAÑAS,MIS JORGELINAS,VALLE DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,02624-481070-156613148,CABAÑAS,SIN CATEGORIZAR,E/T,2,12.0,"PRADO, JORGE OMAR",,CABAÃÂ¥AS MIS JORGELINAS POTRERILLOS LUJAN DE CUYO MENDOZA,-33.0225495,-69.2942174,1
CABAÑAS,EL CHAÃÂ¥AR DE SAN RAFAEL,EL MORO,4623,CUADRO BENEGAS,SAN RAFAEL,0260-154403664,CABAÑAS,1 ESTRELLA,INSCRIPTO,6,20.0,"PELLERITI, MARIA DEL CARMEN",info@elchanar-sanrafael.com.ar,CABAÃÂ¥AS EL CHAÃÂ¥AR DE SAN RAFAEL CUADRO BENEGAS SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
HOSTEL,CHIMBAS,COBOS,92,DORREGO,GUAYMALLEN,4314191,HOSTEL,HOSTEL,INSCRIPTO,8,16.0,"CALABRO, CLAUDIO ARTURO",www.chimbashostel.com.ar / info@chimbashostel.com.ar,HOSTEL CHIMBAS DORREGO GUAYMALLEN MENDOZA,-32.8978624,-68.8239197,1
ALOJAMIENTO,RANCHOS DE ENCALADA,MARTINEZ BACA 14315 Y MIGUEL ANGEL 255,S/N,BLANCO ENCALADA-EL CHALLAO,LAS HERAS,2615063982,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,16.0,"ORDUÃÂ¥A, NELSON HERNAN",,ALOJAMIENTO RANCHOS DE ENCALADA BLANCO ENCALADA-EL CHALLAO LAS HERAS MENDOZA,-33.0397668,-69.0336541,1
HOTEL,CORDON DEL PLATA,9 DE JULIO,1539,CIUDAD,CAPITAL,4230250,HOTEL,3 ESTRELLAS,INSCRIPTO,77,194.0,DESTINO VIP S.R.L.,reservas@hotelcordondelplata.com.ar,HOTEL CORDON DEL PLATA CIUDAD CAPITAL MENDOZA,-32.8856854,-68.8392897,1
ALOJAMIENTO,LAS POTRANCAS,RIVADAVIA,260,LA MARZOLINA,GRAL.ALVEAR,262-5668061,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"TRIVIÃÂ¥O, GRACIELA SUSANA",trivigs10@gmail.com,ALOJAMIENTO LAS POTRANCAS LA MARZOLINA GRAL.ALVEAR MENDOZA,-35.0089458,-67.6562506,0
ALOJAMIENTO,COMPLEJO CABAÃÂ¥AS LOS TILOS,ASISTENTE UBILLA,208,CIUDAD,TUPUNGATO,02622-488760,PAT,PAT,E/T,5,26.0,"VALVERDE, MARIAM ROSA",cabanaslostilos@yahoo.com.ar,ALOJAMIENTO COMPLEJO CABAÃÂ¥AS LOS TILOS CIUDAD TUPUNGATO MENDOZA,-33.3622691,-69.1467334,3
ALOJAMIENTO,REFUGIO PENITENTES,RUTA 7,KM.153,LOS PENITENTES,LAS HERAS,4255511,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,28.0,"IGLESIAS, ROBERTO CARLOS",reservaspenitentes@arlinkbbt.com.ar,ALOJAMIENTO REFUGIO PENITENTES LOS PENITENTES LAS HERAS MENDOZA,-32.8420095,-69.8402103,1
HOSPEDAJE,INTERNACIONAL MALARGUE,CONSTITUCION NACIONAL,S/N,CIUDAD,MALARGUE,0260-154402439,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,5,20.0,"DIAZ, GABRIELA BEATRIZ",info@hostelmalargue.net,HOSPEDAJE INTERNACIONAL MALARGUE CIUDAD MALARGUE MENDOZA,-35.484462,-69.5797495,2
CAMPING,LUZ Y FUERZA,FOURCADE,S/N,BERMEJO,GUAYMALLEN,4511491,CAMPING,SIN CATEGORIZAR,E/T,,,SINDICATO DE LUZ Y FUERZA MENDOZA,www.lyfrecreo.com.ar,CAMPING LUZ Y FUERZA BERMEJO GUAYMALLEN MENDOZA,-32.8716097,-68.7855635,1
ALOJAMIENTO,ANTIGUA RESIDENCIA,JULIOA A.ROCA ESQ.NUEVA MAYORGA,S/N,COQUIMBITO,MAIPU,5550509,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,40.0,BODEGA Y VIÃÂ¥EDOS COQUIMBITO SUR S.A.,g.cortinovis47@gmail.com,ALOJAMIENTO ANTIGUA RESIDENCIA COQUIMBITO MAIPU MENDOZA,-32.9717302,-68.7443747,1
CABAÑAS,LOS TRONCOS,BALLOFFET,2825,CIUDAD,SAN RAFAEL,0260-4422063-154552361,CABAÑAS,SIN CATEGORIZAR,INSCRIPTO,8,24.0,"HERRERO, MARCOS FABIAN",www.lostroncos.com.ar,CABAÃÂ¥AS LOS TRONCOS CIUDAD SAN RAFAEL MENDOZA,-34.6522675,-68.3482161,0
HOTEL,MALARGUE INN & SUITES,AV.SAN MARTIN NORTE,1230,CIUDAD,MALARGUE,0260-4472300/301/302,HOTEL,4 ESTRELLAS,INSCRIPTO,60,110.0,EUROSUR S.A.,reservas@hotelmalarguesuite.com.ar,HOTEL MALARGUE INN & SUITES CIUDAD MALARGUE MENDOZA,-35.4552804,-69.5865192,2
ALOJAMIENTO,TIERRA MORA,AMEGHINO,350,CIUDAD,SAN RAFAEL,0260-4447222/4447684,ALOJAMIENTO,SIN CATEGORIZAR,E/T,17,34.0,"YUDOWICA, MARCELO HERNAN",www.tierramora.com,ALOJAMIENTO TIERRA MORA CIUDAD SAN RAFAEL MENDOZA,-34.6130168,-68.3539298,0
REFUGIO,PIRE,RUTA 222,188,LOS MOLLES,MALARGUE,,REFUGIO,1 ESTRELLA,INSCRIPTO,,,"SANTON, FRANCESCO",,REFUGIO PIRE LOS MOLLES MALARGUE MENDOZA,-35.4758432,-69.5716686,2
ALOJAMIENTO,HOSTEL INTERNACIONAL MENDOZA,AV.ESPAÃÂ¥A,343,CIUDAD,CAPITAL,4240018,ALOJAMIENTO,SIN CATEGORIZAR,E/T,18,73.0,BASE CAMP S.A.,,ALOJAMIENTO HOSTEL INTERNACIONAL MENDOZA CIUDAD CAPITAL MENDOZA,-32.9002833,-68.8444216,1
HOSPEDAJE,CHALET DE BASSI,CERVANTES,1795,BENEGAS,GODOY CRUZ,4394680,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,3,,"PENA, RODRIGO",chaletbassi@hotmail.com,HOSPEDAJE CHALET DE BASSI BENEGAS GODOY CRUZ MENDOZA,-32.9475677,-68.8433672,1
HOSPEDAJE,MON PETIT,AV.ESPAÃÂ¥A,1849,CIUDAD,CAPITAL,,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,4,16.0,"SANCHEZ, NORMA LUCIA",normalucias@hotmail.com,HOSPEDAJE MON PETIT CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
HOSTEL,EMPEDRADO,PATRICIAS MENDOCINAS,1959,CIUDAD,CAPITAL,4294131/4253580,HOSTEL,HOSTEL,INSCRIPTO,1,18.0,"RALLO,OSCAR EDUARDO",info@hostelempedrado.com.ar,HOSTEL EMPEDRADO CIUDAD CAPITAL MENDOZA,-32.8802377,-68.8405141,1
HOSTEL,HOSTEL CASA DEL SOL,CATAMARCA,515,CIUDAD,CAPITAL,4649808,HOSTEL,HOSTEL,INSCRIPTO,5,23.0,"FRANCICA, EMMA ELISA",hostelcasadelsol@live.com,HOSTEL HOSTEL CASA DEL SOL CIUDAD CAPITAL MENDOZA,-32.8894587,-68.8458386,1
HOTEL,IDEAL,AV.JUAN B.JUSTO,270,CIUDAD,CAPITAL,4256842,HOTEL,1 ESTRELLA,INSCRIPTO,28,85.0,"BUSTOS, HECTOR MARCELO",hotelideal_mza@hotmail.com,HOTEL IDEAL CIUDAD CAPITAL MENDOZA,-32.8840348,-68.8524361,1
ALOJAMINETO,LA POSADA DEL ANGEL,RUTA 173,KM.14800,RAMA CAIDA,SAN RAFAEL,0260-4641782,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,12.0,"MARTIN, HERNAN JAVIER",reservas@pasadadelangel.com.ar,ALOJAMINETO LA POSADA DEL ANGEL RAMA CAIDA SAN RAFAEL MENDOZA,-34.6128922,-68.3390622,0
ALOJAMIENTO,ENTRE ACEQUIAS,RUTA NAC. 188 Y CALLE 10,S/N,LOS COMPARTOS,GRAL.ALVEAR,2625-456825,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,14.0,"SCHILLAGI, MARIA LAURA",malaschi_6@yahoo.com.ar,ALOJAMIENTO ENTRE ACEQUIAS LOS COMPARTOS GRAL.ALVEAR MENDOZA,-34.9775047,-67.6148894,0
ALOJAMIENTO,ROCAS AMARILLAS,RUTA 173,KM.33,VALLE GRANDE,SAN RAFAEL,260-4624766,CABAÑAS,2 ESTRELLAS,INSCRIPTO,8,20.0,"DI TOMASO, DANIELA PAULA",www.rocas-amarillas.com.ar,ALOJAMIENTO ROCAS AMARILLAS VALLE GRANDE SAN RAFAEL MENDOZA,-34.8149754,-68.4956949,0
ALOJAMIENTO,CABAÃÂ¥AS ALDO,EL TOLEDANO,3195,LAS PAREDES,SAN RAFAEL,0260-15489050,PAY,PAT,INSCRIPTO,2,11.0,"CUCCIA, MARCEDES BEATRIZ",lee_d20@hotmail.com,ALOJAMIENTO CABAÃÂ¥AS ALDO LAS PAREDES SAN RAFAEL MENDOZA,-34.583333,-68.45,0
CABAÑAS,PUEBLO DEL RIO,RUTA 7,KM1108,POTRERILLOS,LUJAN DE CUYO,261-6180498,CABAÑAS,3 ESTRELLAS,INSCRIPTO,7,40.0,PUEBLO DEL RIO S.R.L.,placave@pueblodelrio.com.ar,CABAÃÂ¥AS PUEBLO DEL RIO POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9036992,-69.2625214,1
HOTEL,FUENTE MAYOR HOTEL & RESORT,RUTA PROV.92,KM.153,VISTA FLORES,TUNUYAN,02622-492187-492192,HOTEL,4 ESTRELLAS,INSCRIPTO,52,104.0,FUENTE MAYOR S.A.,info@hotelfuentemayor.com,HOTEL FUENTE MAYOR HOTEL & RESORT VISTA FLORES TUNUYAN MENDOZA,-33.633667,-69.1485564,3
ALOJAMIENTO,CAMPING DON RAMON,LOTEO VALLE SOL Y NIEVE,S/N,MANZANO HISTORICO,TUNUYAN,02622-15408629,CAMPING,1 ESTRELLA,INSCRIPTO,,,"RODRIGUEZ, RAMON DECIDERIO",campingramon@hotmail.com,ALOJAMIENTO CAMPING DON RAMON MANZANO HISTORICO TUNUYAN MENDOZA,-33.6022298,-69.3831155,3
ALOJAMIENTO,NG,GUEMES,528,SAN JOSE,GUAYMALLEN,261-4601902,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"VARALTA, OMAR",varaltaomar@gmail.com,ALOJAMIENTO NG SAN JOSE GUAYMALLEN MENDOZA,-32.8957114,-68.8259282,1
ALOJAMIENTO,ALTA MENDOZA,SAN LUIS,599,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,10,30.0,"VALDES, GUSTAVO ADOLFO",mendoza.lodging@hotmail.com,ALOJAMIENTO ALTA MENDOZA CIUDAD CAPITAL MENDOZA,-32.8968869,-68.8504996,1
ALOJAMIENTO,LOS TONELES,SUIPACHA,457,CIUDAD,SAN RAFAEL,0260-154545605,ALOJAMIENTO,SIN CATEGORIZAR,E/T,2,8.0,"COCO, ALBERTO MIGUEL",lostoneles_dptos@hotmail.com,ALOJAMIENTO LOS TONELES CIUDAD SAN RAFAEL MENDOZA,-34.6137255,-68.3364831,0
ALOJAMIENTO,SAN RAFAEL TURISMO,SAN LUIS,966,CIUDAD,SAN RAFAEL,0260-4446034,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,6.0,"BARRESI, MIRTA ANGELA",EXISTEN DOS EXPEDIENTES DE INSRIPCION 1668-B-07 Y 829-B-08,ALOJAMIENTO SAN RAFAEL TURISMO CIUDAD SAN RAFAEL MENDOZA,-34.6313635,-68.3357427,0
ALOJAMIENTO,HOTTEL SUITTES,ORTIZ,186,CIUDAD,GODOY CRUZ,4224606,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,12.0,"DE OTTO, ENRIQUE",,ALOJAMIENTO HOTTEL SUITTES CIUDAD GODOY CRUZ MENDOZA,-32.9475724,-68.8433491,1
ALOJAMIENTO,GRAN HOTEL POTRERILLOS,RUTA NAC. 7,KM.50,POTRERILLOS,LUJAN DE CUYO,0261-5688792,ALOJAMIENTO,SIN CATEGORIZAR,E/T,34,75.0,INVERSORA POTRERILLOS S.A.,galvarez@granhotelpotrerillos.com,ALOJAMIENTO GRAN HOTEL POTRERILLOS POTRERILLOS LUJAN DE CUYO MENDOZA,-32.9602795,-69.1923187,1
CAMPING,DON VENANCIO,LA QUEBRADA S/N-RUTA 94,S/N,CAMINO AL MANZANO,TUNUYAN,02622-492056,CAMPAMENTO,CAMPAMENTO,INSCRIPTO,,,"MOYANO, PEDRO DANIEL",donvenancio@valledeuco.com,CAMPING DON VENANCIO CAMINO AL MANZANO TUNUYAN MENDOZA,-33.5950339,-69.3279442,3
HOTEL,ARGENTINO,ESPEJO,455,CIUDAD,CAPITAL,4056300,HOTEL,3 ESTRELLAS,INSCRIPTO,47,100.0,NELL JOY INDUSTRIAS MENDOZA S.A.,info@argentino-hotel.com www.argentino-hotel.com,HOTEL ARGENTINO CIUDAD CAPITAL MENDOZA,-34.5869034,-68.1431414,0
ALOJAMIENTO,HOSTAL NAHUEL,BALCARCE,150,CIUDAD,SAN RAFAEL,260-4316352,ALOJAMIENTO,SIN CATEGORIZAR,E/T,8,32.0,"CASTRO, MONICA BEATRIZ",hostalnahuelsanrafael@gmail.com,ALOJAMIENTO HOSTAL NAHUEL CIUDAD SAN RAFAEL MENDOZA,-34.6240255,-68.3122245,0
ALOJAMIENTO,QUINTA RUFINO,RUFINO ORTEGA,142,CIUDAD,CAPITAL,4204696,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MATEU, JUANPABLO Y FOURCADE, AGUSTIN",info@quintarufino.com.ar,ALOJAMIENTO QUINTA RUFINO CIUDAD CAPITAL MENDOZA,-32.8908889,-68.85634,1
ALOJAMIENTO,EL DORADO,RUTA 62,S/N,LA REDUCCION,RIVADAVIA,02623-443873,ALOJAMIENTO,SIN CATEGORIZAR,E/T,150,,"ALGAÃÂ¥ARAZ, FERNANDO ESTEBAN",,ALOJAMIENTO EL DORADO LA REDUCCION RIVADAVIA MENDOZA,-33.2277297,-68.5446185,1
CAMPING,INTI WAYRA,RUTA 173,KM.24,VALLE GRANDE,SAN RAFAEL,0260-4435476,CAMPING,SIN CATEGORIZAR,INSCRIPTO,,,"GUILLEN, ANA MABEL",mariaeugeniaragusa@latinmail.com,CAMPING INTI WAYRA VALLE GRANDE SAN RAFAEL MENDOZA,-34.8085423,-68.4525372,0
ALOJAMIENTO,PASOS ANDINOS,ARENALES,762,EUGENIO BUSTOS,SAN CARLOS,02622-451135/15586051,PAT,PAT,INSCRIPTO,3,12.0,ROSALES BERTRAND,pasosandinosbandb@hotmail.com,ALOJAMIENTO PASOS ANDINOS EUGENIO BUSTOS SAN CARLOS MENDOZA,-33.7789791,-69.0653278,3
ALOJAMIENTO,ALGODÃ N WINE ESTATES,"RUTA NAC,144",KM.674,CUADRO BENEGAS,SAN RAFAEL,0260-4429020,ALOJAMIENTO,SIN CATEGORIZAR,E/T,8,20.0,ALGODÃ N WINE ESTATES S.R.L.,,ALOJAMIENTO ALGODÃ N WINE ESTATES CUADRO BENEGAS SAN RAFAEL MENDOZA,-34.6265774,-68.4320292,0
